city,property_type,price,accommodates,room_type,host_neighbourhood,Latitudes,Longitudes,number_of_reviews,number_of_reviews
Montreal,Loft,50.0,2,Entire home/apt,Le Plateau,-73.56745,45.53532,17,17
Montreal,Apartment,68.0,5,Entire home/apt,Cote-des-Neiges,-73.6295,45.49771,17,17
Montreal,Apartment,20.0,2,Private room,Parc-Extension,-73.62968,45.52952,1,1
Montreal,Apartment,42.0,5,Entire home/apt,Le Plateau,-73.56405,45.53504,8,8
Montreal,Serviced apartment,75.0,2,Entire home/apt,Downtown Montreal,-73.57712,45.49131,0,0
Montreal,Apartment,75.0,4,Entire home/apt,Le Plateau,-73.57321,45.51384,0,0
Montreal,Serviced apartment,82.0,2,Entire home/apt,Downtown Montreal,-73.56128,45.51037,2,2
Montreal,Apartment,21.0,1,Private room,Le Plateau,-73.57893,45.51696,0,0
Montreal,Hostel,39.0,12,Shared room,Le Plateau,-73.57165,45.53446,18,18
Montreal,Apartment,74.0,4,Entire home/apt,Gay Village,-73.55597,45.51887,16,16
Montreal,Apartment,40.0,2,Private room,0,-73.55033,45.53608,29,29
Montreal,Apartment,35.0,1,Private room,0,-73.58899,45.52856,1,1
Montreal,Apartment,82.0,2,Private room,0,-73.61068,45.47443,0,0
Montreal,Apartment,23.0,2,Private room,Le Plateau,-73.58216,45.53643,2,2
Montreal,Apartment,70.0,5,Entire home/apt,Mercier-Hochelaga-Maisonneuve,-73.53891,45.5786,61,61
Montreal,Hostel,31.0,2,Shared room,Le Plateau,-73.57063,45.51289,0,0
Montreal,Loft,165.0,6,Entire home/apt,Old Port,-73.55506,45.50624,56,56
Montreal,Condominium,90.0,8,Entire home/apt,Dollard-des-Ormeaux,-73.79539,45.49149,28,28
Montreal,Apartment,99.0,4,Entire home/apt,Ville-Marie,-73.58467,45.49681,14,14
Montreal,Apartment,119.0,6,Entire home/apt,Le Plateau,-73.57851,45.52997,3,3
Montreal,Apartment,58.0,2,Entire home/apt,Mile End,-73.60385,45.52941,10,10
Montreal,Apartment,81.0,4,Entire home/apt,Downtown Montreal,-73.55857,45.51776,4,4
Montreal,Apartment,50.0,2,Entire home/apt,Ahuntsic-Cartierville,-73.65371,45.55593,12,12
Montreal,Apartment,25.0,3,Entire home/apt,Ahuntsic-Cartierville,-73.6495,45.55217,0,0
Montreal,House,35.0,2,Entire home/apt,0,-73.57604,45.50725,5,5
Montreal,Apartment,50.0,1,Private room,Hochelaga-Maisonneuve,-73.53359,45.55214,0,0
Montreal,Apartment,75.0,3,Entire home/apt,Ville-Marie,-73.56003,45.52542,6,6
Montreal,Apartment,35.0,2,Private room,Le Plateau,-73.57203,45.52191,45,45
Montreal,Apartment,85.0,12,Entire home/apt,La Petite-Patrie,-73.60455,45.53551,96,96
Montreal,Apartment,95.0,7,Entire home/apt,Saint-Laurent,-73.67791,45.52717,13,13
Montreal,Apartment,95.0,6,Entire home/apt,Mile End,-73.59724,45.52273,3,3
Montreal,Townhouse,34.0,2,Private room,Saint-Henri,-73.58178,45.4846,2,2
Montreal,Serviced apartment,85.0,2,Entire home/apt,Downtown Montreal,-73.57111,45.50664,1,1
Montreal,Apartment,150.0,12,Entire home/apt,Mile End,-73.59295,45.52178,37,37
Montreal,Apartment,150.0,8,Entire home/apt,Le Plateau,-73.57628,45.49798,84,84
Montreal,Condominium,85.0,3,Entire home/apt,Downtown Montreal,-73.57121,45.49706,0,0
Montreal,Resort,81.0,2,Shared room,Griffintown,-73.55701,45.49919,1,1
Montreal,Apartment,150.0,7,Entire home/apt,Old Port,-73.58023,45.48032,47,47
