city,property_type,price,accommodates,room_type,host_neighbourhood,Latitudes,Longitudes,number_of_reviews,number_of_reviews
Barcelona,Apartment,40.0,2,Private room,0,2.17323,41.38797,12,12
Barcelona,Apartment,38.0,2,Private room,0,2.14085,41.37464,7,7
Barcelona,Apartment,92.0,8,Entire home/apt,0,2.15476,41.379,40,40
Barcelona,Apartment,46.0,4,Entire home/apt,RB of Greenwich,2.17489,41.38391,6,6
Barcelona,Apartment,350.0,8,Entire home/apt,La Nova Esquerra de l'Eixample,2.15653,41.41861,15,15
Barcelona,Apartment,30.0,1,Private room,El Clot,2.18479,41.40548,8,8
Barcelona,Apartment,50.0,1,Private room,0,2.18328,41.38321,6,6
Barcelona,Apartment,23.0,2,Private room,Carmel,2.1527,41.4258,61,61
Barcelona,Apartment,99.0,2,Private room,0,2.1621,41.39583,0,0
Barcelona,Apartment,45.0,4,Private room,0,2.17694,41.41944,7,7
Barcelona,Apartment,46.0,4,Entire home/apt,El Gòtic,2.16478,41.37105,2,2
Barcelona,Apartment,26.0,1,Private room,Dreta de l'Eixample,2.16481,41.39959,14,14
Barcelona,Apartment,110.0,3,Private room,0,2.17337,41.43616,1,1
Barcelona,Apartment,53.0,2,Entire home/apt,Sant Gervasi - Galvany,2.15994,41.39379,99,99
Barcelona,Hostel,200.0,4,Private room,Sants-Montjuïc,2.13697,41.37756,3,3
Barcelona,House,69.0,4,Private room,0,2.13675,41.41756,20,20
Barcelona,Apartment,32.0,1,Private room,La Verneda i La Pau,2.20377,41.42283,0,0
Barcelona,Apartment,69.0,4,Entire home/apt,el Fort Pienc,2.18482,41.39895,177,177
Barcelona,Apartment,60.0,4,Entire home/apt,El Poble-sec,2.15567,41.37236,3,3
Barcelona,Apartment,75.0,5,Entire home/apt,Dreta de l'Eixample,2.17156,41.39427,53,53
Barcelona,Apartment,111.0,5,Entire home/apt,El Gòtic,2.1717,41.38569,16,16
Barcelona,Apartment,140.0,10,Private room,Dreta de l'Eixample,2.15993,41.39162,21,21
Barcelona,Apartment,175.0,2,Entire home/apt,La Barceloneta,2.18891,41.3751,0,0
Barcelona,Apartment,53.0,6,Entire home/apt,El Gòtic,2.17371,41.40764,116,116
Barcelona,Apartment,58.0,4,Entire home/apt,0,2.18237,41.38264,5,5
Barcelona,Apartment,27.0,3,Entire home/apt,El Besòs i el Maresme,2.21819,41.41356,0,0
Barcelona,Apartment,108.0,4,Entire home/apt,Vila de Gràcia,2.15801,41.3984,147,147
Barcelona,Apartment,10.0,3,Private room,L'Antiga Esquerra de l'Eixample,2.14405,41.3859,6,6
Barcelona,Apartment,17.0,2,Private room,El Besòs i el Maresme,2.21575,41.41429,42,42
Barcelona,Apartment,67.0,4,Entire home/apt,Dreta de l'Eixample,2.17781,41.37897,34,34
Barcelona,Apartment,55.0,2,Private room,El Born,2.18275,41.3848,76,76
Barcelona,Apartment,26.0,1,Private room,0,2.21825,41.4141,30,30
Barcelona,Apartment,52.0,5,Entire home/apt,El Baix Guinardó,2.13707,41.37615,10,10
Barcelona,House,38.0,2,Private room,Torre Baró,2.18543,41.45542,1,1
Barcelona,Apartment,25.0,1,Private room,Porta,2.17909,41.43897,1,1
Barcelona,Other,25.0,2,Private room,La Sagrada Família,2.17263,41.40557,1,1
Barcelona,Apartment,150.0,4,Entire home/apt,La Sagrada Família,2.16127,41.39879,6,6
Barcelona,Loft,100.0,2,Entire home/apt,La Sagrada Família,2.17039,41.37302,30,30
Barcelona,Apartment,15.0,2,Private room,0,2.19112,41.41492,42,42
Barcelona,Apartment,60.0,2,Private room,Navas,2.18748,41.418,0,0
Barcelona,Apartment,25.0,4,Entire home/apt,El Poble-sec,2.16834,41.37236,5,5
Barcelona,Apartment,100.0,4,Entire home/apt,El Poble-sec,2.15002,41.38031,12,12
Barcelona,Apartment,30.0,2,Private room,L'Antiga Esquerra de l'Eixample,2.15105,41.38455,0,0
Barcelona,Apartment,29.0,1,Private room,El Raval,2.17186,41.37953,0,0
Barcelona,Apartment,40.0,1,Private room,La Teixonera,2.14653,41.42339,7,7
Barcelona,Apartment,90.0,2,Entire home/apt,Vila de Gràcia,2.13676,41.38121,6,6
Barcelona,Apartment,59.0,1,Private room,0,2.14745,41.38376,0,0
